period,experiment_runn,measurer,main,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
28,426180,107133,102494,34687382,1309099,17,45098,11077,29254,1828473,27244,290216,4124,1.78
29,445046,110207,102494,35625289,1360566,17,45098,11077,30242,1871561,27244,290216,4124,1.67
30,465169,113095,102494,36554667,1424524,17,45098,11077,31061,1919149,27244,290216,4124,2.12
31,489260,115625,102494,37482901,1491870,17,45098,11077,31907,1967228,27244,290216,4124,2.14
32,511817,118712,102494,39623828,1557387,17,45098,11077,32785,2017372,27244,290216,4124,2.15
33,533134,121696,102494,39342235,1619944,17,45098,11077,33461,2062165,27244,290216,4124,1.92
34,547446,124636,102494,40291802,1671971,17,45098,11077,34245,2099359,27244,290216,4124,1.44
35,570262,127718,102494,41219024,1738526,17,45098,11077,35168,2148210,27244,290216,4124,2.11
36,594503,130752,102494,42149117,1804154,17,45098,11077,35721,2193929,27244,290216,4124,2.08
37,620612,133563,102494,43071156,1862315,17,45098,11077,36435,2244290,27244,290216,4124,2.26
38,636278,136648,102494,44013127,1932027,17,45098,11077,37511,2283860,27244,290216,4124,1.44
39,648620,139719,102494,44962127,1986211,17,45098,11077,38248,2322757,27244,290216,4124,1.38
40,661490,142797,102494,45902656,2042487,17,45098,11077,39436,2368509,27244,290216,4124,1.38
41,678919,145880,102494,46845444,2094280,17,45098,11077,40185,2407432,27244,290216,4124,1.50
42,691061,148965,102494,47800824,2141551,17,45098,11077,41115,2439254,27244,290216,4124,1.06
43,708967,152058,102494,48737416,2199146,17,45098,11077,42255,2482714,27244,290216,4124,1.63
44,720932,155139,102494,49690826,2246272,17,45098,11077,43177,2517288,27244,290216,4124,1.09
45,729021,158218,102494,50656548,2287921,17,45098,11077,44333,2542458,27244,290216,4124,0.73
46,735335,161458,102494,51617082,2333980,17,45098,11077,45299,2575427,27244,290216,4124,0.88
47,753307,164147,102494,52554388,2391519,17,45098,11077,46339,2617056,27244,290216,4124,1.63
48,779778,167161,102494,53477819,2475981,17,45098,11077,47010,2668261,27244,290216,4124,2.21
49,796857,170093,102494,54421218,2532613,17,45098,11077,48065,2708105,27244,290216,4124,1.58
50,819877,173182,102494,55350502,2588020,17,45098,11077,48824,2757696,27244,290216,4124,2.05
51,831267,176269,102494,56301341,2642889,17,45098,11077,49770,2796339,27244,290216,4124,1.46
52,845971,179359,102494,57248918,2694938,17,45098,11077,50613,2834496,27244,290216,4124,1.29
53,861426,182447,102494,58196461,2742631,17,45098,11077,51669,2869831,27244,290216,4124,1.25
54,869817,185383,102494,60471082,2773842,17,45098,11077,52505,2897758,27244,290216,4124,0.78
55,888128,188201,102494,60103036,2832900,17,45098,11077,53416,2937540,27244,290216,4124,1.76
56,888539,191292,102494,61078825,2869041,17,45098,11077,54520,2959272,27244,290216,4124,0.42
57,895832,194369,102494,62042007,2921216,17,45098,11077,55570,2986458,27244,290216,4124,0.60
58,912873,197769,102494,62983651,2966504,17,45098,11077,56400,3025843,27244,290216,4124,1.42
59,930877,200862,102494,63924104,3004569,17,45098,11077,57266,3068305,27244,290216,4124,1.58
60,956182,203946,102494,64849104,3065456,17,45098,11077,58172,3116030,27244,290216,4124,2.21
61,969244,207038,102494,65802861,3111065,17,45098,11077,59101,3149669,27244,290216,4124,1.23
62,985921,210122,102494,66740957,3158396,17,45098,11077,60321,3192072,27244,290216,4124,1.52
63,1009302,213216,102494,67669216,3222702,17,45098,11077,60936,3242267,27244,290216,4124,1.99
64,1021981,216305,102494,68627098,3244428,17,45098,11077,61871,3271307,27244,290216,4124,1.01
65,1046912,219374,102494,69550846,3312894,17,45098,11077,62576,3323006,27244,290216,4124,2.28
66,1063817,222449,102494,70496447,3363186,17,45098,11077,63400,3358857,27244,290216,4124,1.25
67,1084444,225534,102494,72865668,3419144,17,45098,11077,64283,3405047,27244,290216,4124,1.85
68,1107224,228361,102494,72363746,3508830,17,45098,11077,64944,3449178,27244,290216,4124,1.88
69,1128269,231445,102494,73299015,3562888,17,45098,11077,65791,3491130,27244,290216,4124,1.78
70,1151300,234542,102494,74229078,3628161,17,45098,11077,66612,3538826,27244,290216,4124,2.07
71,1163305,237622,102494,75186044,3671094,17,45098,11077,67363,3568332,27244,290216,4124,0.92
72,1189086,240703,102494,76115161,3739063,17,45098,11077,68206,3616262,27244,290216,4124,2.25
73,1217266,243764,102494,77034856,3810265,17,45098,11077,68918,3668255,27244,290216,4124,2.35
74,1226070,246916,102494,77987467,3848046,17,45098,11077,69736,3704764,27244,290216,4124,1.08
75,1239335,250039,102494,78944275,3880165,17,45098,11077,70705,3737083,27244,290216,4124,1.05
76,1260144,253214,102494,79880488,3939054,17,45098,11077,71447,3778769,27244,290216,4124,1.67
77,1278928,256367,102494,80818923,3996478,17,45098,11077,72302,3821355,27244,290216,4124,1.60
78,1301660,259409,102494,81749770,4077014,17,45098,11077,72951,3867358,27244,290216,4124,1.93
79,1311144,262542,102494,82707532,4096800,17,45098,11077,74102,3898783,27244,290216,4124,0.97
80,1318523,265724,102494,83667367,4132030,17,45098,11077,75111,3930056,27244,290216,4124,0.73
81,1342229,268847,102494,84598933,4212527,17,45098,11077,75660,3976091,27244,290216,4124,1.95
82,1373351,272234,102494,85511569,4287864,17,45098,11077,76385,4032610,27244,290216,4124,2.57
83,1398915,274894,102494,86440460,4346510,17,45098,11077,77109,4078272,27244,290216,4124,2.10
84,1420026,277825,102494,87374242,4396453,17,45098,11077,77848,4121792,27244,290216,4124,1.66
85,1434713,280638,102494,88323390,4437379,17,45098,11077,78641,4157338,27244,290216,4124,1.05
86,1448981,283574,102494,89275398,4460684,17,45098,11077,79425,4190914,27244,290216,4124,0.99
87,1463362,286512,102494,90223991,4484198,17,45098,11077,80301,4226606,27244,290216,4124,1.05
88,1489213,289665,102494,91144571,4552195,17,45098,11077,80982,4277120,27244,290216,4124,2.22
89,1507333,292829,102494,92081278,4619291,17,45098,11077,81806,4320505,27244,290216,4124,1.61
90,1532514,295767,102494,93004697,4677224,17,45098,11077,82495,4369352,27244,290216,4124,2.10
91,1553607,298804,102494,93940078,4712274,17,45098,11077,83321,4412317,27244,290216,4124,1.84
92,1572953,302138,102494,94874306,4796588,17,45098,11077,84152,4456587,27244,290216,4124,1.68
93,1576055,305481,102494,95855201,4802992,17,45098,11077,84741,4469875,27244,290216,4124,0.30
94,1596146,308827,102494,96785218,4881647,17,45098,11077,85771,4517613,27244,290216,4124,1.89
95,1615086,311869,102494,97725111,4934491,17,45098,11077,86578,4559367,27244,290216,4124,1.72
96,1642750,314957,102494,98639348,5002679,17,45098,11077,87376,4614434,27244,290216,4124,2.36
97,1655049,318289,102494,99586237,5048042,17,45098,11077,88209,4652591,27244,290216,4124,1.41
98,1669524,326555,102494,100531710,5105184,17,45098,11077,89186,4691350,27244,290216,4124,1.25
99,1688636,337474,102494,101488745,5183153,17,45098,11077,90023,4735680,27244,290216,4124,1.74
100,1702572,340476,102494,102439106,5205508,17,45098,11077,90910,4772104,27244,290216,4124,1.15
101,1720353,343860,102494,103372351,5298359,17,45098,11077,92005,4819610,27244,290216,4124,1.65
102,1741980,346941,102494,104301559,5361812,17,45098,11077,92983,4868486,27244,290216,4124,2.15
103,1759769,350023,102494,105240895,5396882,17,45098,11077,93883,4909781,27244,290216,4124,1.51
104,1782527,353190,102494,106169978,5462950,17,45098,11077,94802,4956375,27244,290216,4124,2.09
105,1807015,356286,102494,107091706,5525739,17,45098,11077,95591,5008086,27244,290216,4124,2.30
106,1826468,359623,102494,108027733,5576150,17,45098,11077,96464,5050659,27244,290216,4124,1.71
107,1845675,362823,102494,108960965,5614517,17,45098,11077,97379,5097106,27244,290216,4124,1.77
108,1868738,366072,102494,109889288,5680502,17,45098,11077,98178,5145818,27244,290216,4124,1.98
109,1880814,369397,102494,110842293,5717245,17,45098,11077,99212,5178448,27244,290216,4124,1.25
110,1899864,372744,102494,111773171,5806608,17,45098,11077,99943,5228053,27244,290216,4124,1.97
111,1927976,380976,102494,112694748,5874968,17,45098,11077,100816,5281480,27244,290216,4124,2.43
112,1944631,384311,102494,113638320,5930116,17,45098,11077,101906,5321411,27244,290216,4124,1.40
113,1960664,387654,102494,114580636,5978659,17,45098,11077,102769,5361699,27244,290216,4124,1.53
114,1978005,391113,102494,115524855,6032053,17,45098,11077,103758,5400203,27244,290216,4124,1.58
115,2003259,394122,102494,116447828,6100580,17,45098,11077,104519,5451096,27244,290216,4124,2.15
116,2027042,397317,102494,117370634,6169626,17,45098,11077,105284,5501192,27244,290216,4124,2.27
117,2057445,399758,102494,120215678,6242917,17,45098,11077,105984,5557065,27244,290216,4124,2.59
118,2089390,402842,102494,119189543,6316635,17,45098,11077,106900,5617885,27244,290216,4124,2.88
119,2113428,413918,102494,120145129,6416152,17,45098,11077,107578,5670358,27244,290216,4124,2.09
120,2134467,417030,102494,121072152,6480064,17,45098,11077,108424,5719196,27244,290216,4124,2.08
121,2162153,420133,102494,121986114,6554389,17,45098,11077,109326,5775850,27244,290216,4124,2.56
122,2189798,423233,102494,122902482,6627590,17,45098,11077,110181,5831099,27244,290216,4124,2.41
123,2214316,426146,102494,123822826,6697539,17,45098,11077,111017,5883007,27244,290216,4124,2.30
124,2242287,429274,102494,124735537,6761868,17,45098,11077,111718,5938397,27244,290216,4124,2.53
125,2277711,432898,102494,125635135,6845904,17,45098,11077,112676,6003596,27244,290216,4124,3.02
126,2296683,436062,102494,126569099,6908163,17,45098,11077,113496,6048934,27244,290216,4124,1.89
127,2325180,438988,102494,127480154,6985308,17,45098,11077,114356,6107874,27244,290216,4124,2.66
128,2358848,442192,102494,128383521,7066753,17,45098,11077,115134,6169959,27244,290216,4124,2.83
129,2372719,450758,102494,129321396,7124117,17,45098,11077,116062,6216802,27244,290216,4124,1.59
130,2399062,461369,102494,130253918,7217999,17,45098,11077,116887,6268229,27244,290216,4124,2.24
131,2418245,469759,102494,131191133,7262293,17,45098,11077,117860,6309932,27244,290216,4124,1.67
132,2422007,480591,102494,132165572,7288282,17,45098,11077,119126,6337891,27244,290216,4124,0.49
133,2424768,483900,102494,133127942,7353867,17,45098,11077,120041,6370572,27244,290216,4124,0.40
134,2428827,487195,102494,134096131,7390049,17,45098,11077,121254,6395849,27244,290216,4124,0.38
135,2433572,490400,102494,135056856,7432915,17,45098,11077,122311,6427769,27244,290216,4124,0.67
136,2439301,493624,102494,136021699,7447858,17,45098,11077,123133,6455028,27244,290216,4124,0.43
137,2447265,496890,102494,136980664,7488293,17,45098,11077,124178,6485787,27244,290216,4124,0.69
138,2452687,500062,102494,137952794,7526043,17,45098,11077,125101,6507878,27244,290216,4124,0.55
139,2466884,503390,102494,138896450,7568672,17,45098,11077,126061,6549303,27244,290216,4124,1.33
140,2489384,506747,102494,139824611,7649870,17,45098,11077,126886,6597645,27244,290216,4124,1.99
141,2514498,510068,102494,140748749,7698564,17,45098,11077,127623,6646462,27244,290216,4124,2.09
142,2533288,513451,102494,141682098,7750748,17,45098,11077,128482,6690520,27244,290216,4124,1.76
143,2541137,516303,102494,142646721,7796941,17,45098,11077,129218,6718990,27244,290216,4124,0.99
144,2553086,519632,102494,143600036,7832548,17,45098,11077,130325,6752774,27244,290216,4124,1.24
145,2567023,522962,102494,144549167,7878070,17,45098,11077,131154,6786831,27244,290216,4124,1.32
146,2582710,526317,102494,145491418,7932363,17,45098,11077,132113,6825908,27244,290216,4124,1.42
147,2605308,529657,102494,146414079,7992369,17,45098,11077,133129,6879365,27244,290216,4124,2.20
148,2622364,532993,102494,147351768,8050437,17,45098,11077,134131,6923527,27244,290216,4124,1.64
149,2641146,541438,102494,150578447,8119861,17,45098,11077,135138,6965360,27244,290216,4124,1.74
150,2666640,552212,102494,149235118,8207449,17,45098,11077,136043,7016495,27244,290216,4124,2.38
151,2689667,555223,102494,150163672,8273832,17,45098,11077,136837,7064592,27244,290216,4124,2.10
152,2702423,558377,102494,151114552,8321828,17,45098,11077,137659,7101041,27244,290216,4124,1.32
153,2715396,561711,102494,152066105,8373006,17,45098,11077,138619,7133734,27244,290216,4124,1.20
154,2725974,565048,102494,153010762,8428952,17,45098,11077,139515,7176658,27244,290216,4124,1.38
155,2745208,568080,102494,153951415,8473041,17,45098,11077,140250,7216715,27244,290216,4124,1.66
156,2768596,571270,102494,154877110,8535813,17,45098,11077,140998,7266562,27244,290216,4124,2.06
157,2791347,574822,102494,155807006,8597492,17,45098,11077,141815,7314055,27244,290216,4124,2.02
158,2807662,577767,102494,156745164,8654766,17,45098,11077,142776,7357292,27244,290216,4124,1.64
159,2830857,581093,102494,157667498,8739776,17,45098,11077,143736,7410866,27244,290216,4124,2.25
160,2854700,584430,102494,158587084,8806270,17,45098,11077,144470,7464474,27244,290216,4124,2.21
161,2861329,587616,102494,159553576,8847943,17,45098,11077,145311,7489890,27244,290216,4124,0.72
162,2865277,590860,102494,160518884,8862319,17,45098,11077,146400,7517689,27244,290216,4124,0.67
163,2878075,594206,102494,161465857,8931701,17,45098,11077,147402,7556555,27244,290216,4124,1.19
164,2892980,597555,102494,162416491,8962771,17,45098,11077,148053,7591166,27244,290216,4124,1.13
165,2903663,600872,102494,163377161,8980757,17,45098,11077,148731,7618059,27244,290216,4124,0.77
166,2915356,603740,102494,164337553,9013284,17,45098,11077,149370,7645882,27244,290216,4124,0.84
167,2924175,607051,102494,165298016,9050586,17,45098,11077,150164,7673475,27244,290216,4124,0.87
168,2937461,610542,102494,166244643,9092250,17,45098,11077,151017,7712817,27244,290216,4124,1.41
169,2949329,613165,102494,167194206,9139522,17,45098,11077,152012,7749967,27244,290216,4124,1.20
170,2963235,616509,102494,168138391,9189265,17,45098,11077,153022,7789124,27244,290216,4124,1.37
171,2981363,619845,102494,169071002,9265136,17,45098,11077,153899,7836624,27244,290216,4124,1.68
172,2999082,623264,102494,170011707,9322489,17,45098,11077,154658,7878016,27244,290216,4124,1.69
173,3009304,626267,102494,170971026,9339907,17,45098,11077,155767,7907362,27244,290216,4124,0.86
174,3021170,629592,102494,171915540,9420524,17,45098,11077,156641,7949540,27244,290216,4124,1.42
175,3027231,632717,102494,172877796,9468260,17,45098,11077,157726,7980186,27244,290216,4124,0.99
176,3031244,636082,102494,173843841,9494607,17,45098,11077,158735,8007369,27244,290216,4124,0.60
177,3048335,639282,102494,174786537,9541415,17,45098,11077,159621,8047084,27244,290216,4124,1.51
178,3055400,642613,102494,175751797,9569794,17,45098,11077,160640,8072591,27244,290216,4124,0.70
179,3069447,651189,102494,176693701,9621384,17,45098,11077,161577,8115970,27244,290216,4124,1.43
