period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
21,1074589,70585,99433,21496821,2916703,18,19524,24530,34402,3108341,1881,206992,4072,5.51
22,1160929,74001,99433,22828025,3118945,18,19524,24530,35546,3282487,1881,206992,4072,12.03
23,1193446,76970,99433,23175076,3231534,18,19524,24530,36952,3365507,1881,206992,4072,4.85
24,1278658,80111,99433,23949506,3435558,18,19524,24530,38336,3540033,1881,206992,4072,11.84
25,1332759,83328,99433,24783230,3593560,18,19524,24530,39829,3670529,1881,206992,4072,8.30
26,1373093,86483,99433,25665740,3715183,18,19524,24530,41326,3761706,1881,206992,4072,5.64
27,1426924,89182,99433,26514675,3860972,18,19524,24530,42754,3885104,1881,206992,4072,7.73
28,1510455,92842,99433,27298990,4051140,18,19524,24530,44125,4055668,1881,206992,4072,11.87
29,1570742,95689,99433,28135613,4212761,18,19524,24530,45752,4189461,1881,206992,4072,8.40
30,1605923,98827,99433,29022566,4330973,18,19524,24530,47316,4279642,1881,206992,4072,5.29
31,1613530,102150,99433,29982113,4394244,18,19524,24530,48892,4311992,1881,206992,4072,0.84
32,1737306,105115,99433,30656977,4672743,18,19524,24530,50014,4566443,1881,206992,4072,18.15
33,1738438,108339,99433,31630364,4725000,18,19524,24530,51585,4588006,1881,206992,4072,0.15
34,1832803,111534,99433,32382830,4943431,18,19524,24530,52980,4782555,1881,206992,4072,13.31
35,1883217,114319,99433,33230642,5091201,18,19524,24530,54755,4904517,1881,206992,4072,7.71
36,1891525,116902,99433,34189813,5154625,18,19524,24530,56396,4936837,1881,206992,4072,1.10
37,2026721,120031,99433,34851290,5448570,18,19524,24530,57477,5205181,1881,206992,4072,19.20
38,2030808,123250,99433,35809902,5512327,18,19524,24530,59156,5239387,1881,206992,4072,0.97
39,2111174,126486,99433,36901014,5707923,18,19524,24530,60529,5406571,1881,206992,4072,11.44
40,2182021,129515,99433,37401874,5889558,18,19524,24530,62010,5561176,1881,206992,4072,10.42
41,2183097,132728,99433,38375672,5942188,18,19524,24530,63645,5583568,1881,206992,4072,0.16
42,2293728,135967,99433,39092521,6165103,18,19524,24530,64796,5803279,1881,206992,4072,15.70
43,2345575,138774,99433,39941159,6312192,18,19524,24530,66260,5925399,1881,206992,4072,7.63
44,2425669,141917,99433,40714509,6513038,18,19524,24530,67658,6102564,1881,206992,4072,11.76
45,2464425,145143,99433,41599670,6630399,18,19524,24530,69179,6191234,1881,206992,4072,5.21
46,2539403,148197,99433,42398156,6817924,18,19524,24530,70520,6352217,1881,206992,4072,10.91
47,2540825,151429,99433,43370088,6871298,18,19524,24530,72160,6375285,1881,206992,4072,0.20
48,2657884,154869,99433,44281134,7134039,18,19524,24530,73630,6613625,1881,206992,4072,16.90
49,2674720,157557,99433,44994187,7218296,18,19524,24530,75174,6670612,1881,206992,4072,2.54
50,2772366,160681,99433,45739036,7445548,18,19524,24530,76404,6869449,1881,206992,4072,13.95
51,2785994,163314,99433,46678666,7525088,18,19524,24530,77992,6919948,1881,206992,4072,2.25
52,2890729,166461,99433,47409501,7762419,18,19524,24530,79454,7130513,1881,206992,4072,14.77
53,2901713,169684,99433,48349283,7816187,18,19524,24530,81277,7178506,1881,206992,4072,1.99
54,2957371,172922,99433,49196823,7963068,18,19524,24530,82743,7297578,1881,206992,4072,7.78
55,3040237,175663,99433,49970055,8169415,18,19524,24530,84258,7477897,1881,206992,4072,12.23
56,3041805,178902,99433,50941309,8223605,18,19524,24530,85926,7501583,1881,206992,4072,0.22
57,3168187,182217,99433,51621896,8499196,18,19524,24530,87076,7753145,1881,206992,4072,17.84
58,3210681,185399,99433,52494413,8629966,18,19524,24530,88559,7853410,1881,206992,4072,6.37
59,3212103,188538,99433,53467181,8682971,18,19524,24530,90221,7876596,1881,206992,4072,0.20
60,3342106,191687,99433,54127784,8969057,18,19524,24530,91650,8139848,1881,206992,4072,18.55
61,3357561,194523,99433,55066682,9050175,18,19524,24530,93230,8192454,1881,206992,4072,2.53
62,3463685,197638,99433,55792856,9293915,18,19524,24530,94452,8406968,1881,206992,4072,14.96
63,3503022,200857,99433,56671383,9418137,18,19524,24530,95956,8503845,1881,206992,4072,5.85
64,3541541,203907,99433,57545902,9543474,18,19524,24530,97689,8602216,1881,206992,4072,5.92
65,3622809,207044,99433,58340869,9740628,18,19524,24530,99190,8773701,1881,206992,4072,11.39
66,3633910,210095,99433,59273400,9792707,18,19524,24530,100712,8817964,1881,206992,4072,2.04
67,3651462,213246,99433,60204789,9876747,18,19524,24530,102283,8874324,1881,206992,4072,2.65
68,3779986,216502,99433,60871162,10158155,18,19524,24530,103555,9131362,1881,206992,4072,18.26
69,3826778,219527,99433,61730224,10301035,18,19524,24530,105246,9248288,1881,206992,4072,6.98
70,3912636,222679,99433,62495300,10509477,18,19524,24530,106553,9433580,1881,206992,4072,12.42
71,3975494,226189,99433,63321893,10668263,18,19524,24530,108169,9568147,1881,206992,4072,8.70
72,4016749,228810,99433,64194535,10798583,18,19524,24530,109682,9669316,1881,206992,4072,6.10
73,4079755,231521,99433,65020515,10965573,18,19524,24530,111044,9808598,1881,206992,4072,9.12
74,4147401,234651,99433,65830286,11118631,18,19524,24530,112543,9957841,1881,206992,4072,9.74
75,4197399,237785,99433,66680235,11263504,18,19524,24530,114078,10077351,1881,206992,4072,7.55
76,4253622,240934,99433,67514943,11417091,18,19524,24530,115820,10207108,1881,206992,4072,8.17
77,4311172,243398,99433,68351446,11550177,18,19524,24530,117445,10335849,1881,206992,4072,8.18
78,4369302,246819,99433,69185860,11710695,18,19524,24530,118764,10470334,1881,206992,4072,8.68
79,4425798,249403,99433,70018420,11867935,18,19524,24530,120448,10604356,1881,206992,4072,8.41
80,4482997,252531,99433,70844150,12030535,18,19524,24530,122053,10742809,1881,206992,4072,8.63
81,4533439,255803,99433,71620944,12147719,18,19524,24530,123551,10855044,1881,206992,4072,7.28
82,4595402,258712,99433,72529894,12312651,18,19524,24530,124757,10989554,1881,206992,4072,8.90
83,4646811,261846,99433,73377358,12435735,18,19524,24530,126392,11108720,1881,206992,4072,7.55
84,4706809,264996,99433,74206598,12596331,18,19524,24530,128046,11243515,1881,206992,4072,8.63
85,4756736,268142,99433,75064282,12737143,18,19524,24530,129487,11357342,1881,206992,4072,7.10
86,4808756,270766,99433,75914517,12885133,18,19524,24530,130886,11477269,1881,206992,4072,7.64
87,4867852,273911,99433,76743264,13046814,18,19524,24530,132585,11611332,1881,206992,4072,8.70
88,4898645,277050,99433,77495591,13151621,18,19524,24530,134231,11689481,1881,206992,4072,4.20
89,4974740,280019,99433,78430611,13342375,18,19524,24530,135752,11855031,1881,206992,4072,11.08
90,5029468,283093,99433,79273221,13490969,18,19524,24530,137302,11979736,1881,206992,4072,8.12
91,5104531,286241,99433,80063824,13679313,18,19524,24530,138975,12143147,1881,206992,4072,10.87
92,5106116,289474,99433,81034598,13727398,18,19524,24530,140808,12166677,1881,206992,4072,0.22
93,5218460,292616,99433,81741882,13979065,18,19524,24530,141982,12394589,1881,206992,4072,16.05
94,5250495,295826,99433,82634349,14088890,18,19524,24530,143582,12480508,1881,206992,4072,4.98
95,5308973,298977,99433,83465108,14248404,18,19524,24530,145023,12615565,1881,206992,4072,8.71
96,5345461,302441,99433,84132548,14360578,18,19524,24530,146625,12700228,1881,206992,4072,4.79
97,5439741,305536,99433,85105120,14587701,18,19524,24530,147981,12900409,1881,206992,4072,13.86
98,5473523,308931,99433,85997253,14701220,18,19524,24530,149520,12981918,1881,206992,4072,4.61
99,5554502,311523,99433,86776435,14905064,18,19524,24530,150966,13158992,1881,206992,4072,12.11
100,5624950,315069,99433,87579069,15084611,18,19524,24530,152717,13313701,1881,206992,4072,9.84
101,5667995,318004,99433,88448775,15218367,18,19524,24530,154255,13418557,1881,206992,4072,6.37
102,5735019,321316,99433,89248941,15399479,18,19524,24530,155978,13572004,1881,206992,4072,10.01
103,5786304,323915,99433,90093957,15549023,18,19524,24530,157541,13693074,1881,206992,4072,7.64
104,5790349,327228,99433,91052934,15617298,18,19524,24530,159344,13727034,1881,206992,4072,0.93
105,5833276,330544,99433,91925438,15746695,18,19524,24530,160748,13824511,1881,206992,4072,5.97
106,5962832,333846,99433,92590617,16033325,18,19524,24530,161990,14084568,1881,206992,4072,18.61
107,5981098,337250,99433,93516583,16120270,18,19524,24530,163718,14145201,1881,206992,4072,3.10
108,6053985,340573,99433,94317307,16306640,18,19524,24530,165077,14303273,1881,206992,4072,10.72
109,6055450,343981,99433,95289222,16367913,18,19524,24530,166800,14325529,1881,206992,4072,0.20
110,6189331,347289,99433,95936881,16661068,18,19524,24530,168085,14595451,1881,206992,4072,19.10
111,6216079,350681,99433,96845086,16768671,18,19524,24530,169772,14667926,1881,206992,4072,4.13
112,6294368,354037,99433,97212297,16960626,18,19524,24530,171191,14832099,1881,206992,4072,11.03
113,6325552,357050,99433,98530538,17074513,18,19524,24530,173062,14916754,1881,206992,4072,4.72
114,6326926,360321,99433,99502728,17135946,18,19524,24530,174874,14939774,1881,206992,4072,0.18
115,6477493,363422,99433,99640194,17458050,18,19524,24530,176336,15236341,1881,206992,4072,21.22
116,6503059,366961,99433,101038634,17564803,18,19524,24530,177804,15308951,1881,206992,4072,4.12
117,6505928,369772,99433,102011683,17619369,18,19524,24530,179607,15331732,1881,206992,4072,0.16
118,6646489,373064,99433,102108604,17923305,18,19524,24530,180664,15608730,1881,206992,4072,20.34
119,6704781,375831,99433,103490228,18087775,18,19524,24530,182319,15743308,1881,206992,4072,8.46
120,6732749,378557,99433,104398800,18196396,18,19524,24530,183988,15820787,1881,206992,4072,4.22
121,6737714,382216,99433,105368041,18256870,18,19524,24530,185665,15846707,1881,206992,4072,0.49
122,6879036,386113,99433,105997515,18561668,18,19524,24530,186999,16134154,1881,206992,4072,20.41
123,6931510,389098,99433,106838325,18711399,18,19524,24530,188416,16258177,1881,206992,4072,7.84
124,6937153,392772,99433,107801339,18779772,18,19524,24530,190222,16288180,1881,206992,4072,0.71
125,7035154,395409,99433,108541505,19008629,18,19524,24530,191675,16492548,1881,206992,4072,13.95
126,7036970,398823,99433,109512203,19059374,18,19524,24530,193276,16516407,1881,206992,4072,0.21
127,7120070,402148,99433,110294136,19255283,18,19524,24530,194639,16686772,1881,206992,4072,11.79
128,7209285,404743,99433,111046096,19476713,18,19524,24530,196029,16883636,1881,206992,4072,13.35
129,7272956,408137,99433,111189633,19636930,18,19524,24530,197250,17016215,1881,206992,4072,8.83
130,7342633,411275,99433,112686327,19817873,18,19524,24530,198647,17165275,1881,206992,4072,9.78
131,7400155,414401,99433,112798172,19973689,18,19524,24530,200320,17297622,1881,206992,4072,8.37
132,7452676,417531,99433,114368757,20120266,18,19524,24530,201866,17420497,1881,206992,4072,7.81
133,7501368,420849,99433,115226172,20260645,18,19524,24530,203286,17533210,1881,206992,4072,7.04
134,7559951,424154,99433,116053742,20424956,18,19524,24530,204828,17671111,1881,206992,4072,8.99
135,7623778,427459,99433,116878002,20592036,18,19524,24530,206274,17806196,1881,206992,4072,8.78
136,7678639,430910,99433,116921137,20747085,18,19524,24530,207962,17936086,1881,206992,4072,8.27
137,7726662,434022,99433,118584603,20884749,18,19524,24530,209304,18041047,1881,206992,4072,6.70
138,7794322,437065,99433,119394197,21057282,18,19524,24530,210820,18190290,1881,206992,4072,9.84
139,7845886,440381,99433,120243427,21202186,18,19524,24530,212547,18310562,1881,206992,4072,7.55
140,7904237,443701,99433,121071994,21361047,18,19524,24530,214058,18444335,1881,206992,4072,8.49
141,7952246,447107,99433,121938017,21501314,18,19524,24530,215579,18553985,1881,206992,4072,6.89
142,8024670,450518,99433,122738879,21662935,18,19524,24530,217118,18713685,1881,206992,4072,10.51
143,8076723,454024,99433,123588985,21810082,18,19524,24530,218547,18831462,1881,206992,4072,7.55
144,8137124,457421,99433,124416726,21972738,18,19524,24530,220031,18966754,1881,206992,4072,8.63
145,8195754,461116,99433,125260729,22127677,18,19524,24530,221156,19090464,1881,206992,4072,8.24
146,8249854,463564,99433,126102653,22281975,18,19524,24530,222824,19218046,1881,206992,4072,7.94
147,8302838,467053,99433,126006097,22433104,18,19524,24530,224292,19340694,1881,206992,4072,7.94
148,8368341,470211,99433,126810440,22602777,18,19524,24530,225773,19485484,1881,206992,4072,9.32
149,8401026,473358,99433,128664250,22694317,18,19524,24530,227211,19571000,1881,206992,4072,5.07
150,8418789,476728,99433,129596884,22774939,18,19524,24530,228852,19621241,1881,206992,4072,2.23
151,8525243,479263,99433,130316894,23022300,18,19524,24530,230277,19841812,1881,206992,4072,15.44
152,8543238,482756,99433,131248405,23108609,18,19524,24530,231993,19893908,1881,206992,4072,2.29
153,8648008,485341,99433,131980239,23346229,18,19524,24530,233154,20103450,1881,206992,4072,14.65
154,8674869,488821,99433,132885220,23455381,18,19524,24530,234744,20179805,1881,206992,4072,4.41
155,8752346,492233,99433,133664882,23652791,18,19524,24530,236352,20351502,1881,206992,4072,11.38
156,8818424,495690,99433,134474950,23828052,18,19524,24530,238012,20500436,1881,206992,4072,9.69
157,8866884,499214,99433,135345283,23956899,18,19524,24530,239244,20602524,1881,206992,4072,6.62
158,8941114,502261,99433,136145717,24145294,18,19524,24530,240647,20762275,1881,206992,4072,10.81
159,8962825,504754,99433,137066386,24241844,18,19524,24530,242164,20825686,1881,206992,4072,3.15
160,9053700,507861,99433,137826541,24459818,18,19524,24530,243495,21015926,1881,206992,4072,13.04
161,9091339,511222,99433,138710912,24559865,18,19524,24530,246122,21107249,1881,206992,4072,5.61
162,9162847,514610,99433,139509415,24744995,18,19524,24530,247630,21268935,1881,206992,4072,10.57
163,9223161,518101,99433,140342326,24880478,18,19524,24530,249222,21401030,1881,206992,4072,8.63
164,9274314,521487,99433,141187169,25028289,18,19524,24530,250954,21523272,1881,206992,4072,7.55
165,9318926,524892,99433,142053718,25163547,18,19524,24530,252264,21627712,1881,206992,4072,6.57
166,9393198,527395,99433,142847774,25350441,18,19524,24530,253756,21788624,1881,206992,4072,10.69
167,9445039,530895,99433,142527264,25500929,18,19524,24530,255444,21913134,1881,206992,4072,7.90
168,9504604,533512,99433,144527626,25664363,18,19524,24530,256834,22043407,1881,206992,4072,8.29
169,9550353,537285,99433,145398309,25797008,18,19524,24530,258187,22144362,1881,206992,4072,6.34
170,9593276,540541,99433,146266905,25930417,18,19524,24530,259841,22248310,1881,206992,4072,6.50
171,9661183,543596,99433,147077260,26106345,18,19524,24530,261399,22396406,1881,206992,4072,9.67
172,9738818,546867,99433,147869075,26275699,18,19524,24530,262841,22559547,1881,206992,4072,10.93
173,9797581,550660,99433,148708063,26433816,18,19524,24530,264222,22686882,1881,206992,4072,8.52
174,9835572,553274,99433,148330505,26556737,18,19524,24530,265663,22778583,1881,206992,4072,5.43
175,9908210,556022,99433,150389683,26744720,18,19524,24530,267212,22942799,1881,206992,4072,10.86
176,9960835,559492,99433,151236352,26872288,18,19524,24530,268898,23065019,1881,206992,4072,7.55
177,10020970,562901,99433,152063770,27010338,18,19524,24530,270283,23197304,1881,206992,4072,8.63
178,10070882,566311,99433,152911606,27157922,18,19524,24530,271850,23317150,1881,206992,4072,7.55
179,10131863,569715,99433,153733352,27323744,18,19524,24530,273512,23457467,1881,206992,4072,9.02
