period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,ipc1,sys_evt,wifi,esp_timer,Heap,Stack,Mbps,main
157,17833315,551122,113545959,37577189,1881,19,19522,24533,36867797,190761,206992,4152,16.31,99315
158,17950302,554602,114236534,37813963,1881,19,19522,24533,37106119,192046,206992,4152,16.77,99315
159,18063890,557276,114931315,38046502,1881,19,19522,24533,37339897,193217,206992,4152,16.34,99315
160,18178660,560756,115627477,38279503,1881,19,19522,24533,37569747,194396,206992,4152,16.26,99315
161,18297208,563633,120684657,38520576,1881,19,19522,24533,37808335,195498,206992,4152,17.09,99315
162,18410335,566995,117014443,38751084,1881,19,19522,24533,38036735,196624,206992,4152,16.18,99315
163,18525996,574239,122148184,38984646,1881,19,19522,24533,38270664,197910,206992,4152,16.70,99315
164,18641559,577651,118398899,39219525,1881,19,19522,24533,38503337,198990,206992,4152,16.55,99315
165,18752852,581123,123606106,39450839,1881,19,19522,24533,38729352,200160,206992,4152,16.09,99315
166,18872498,584453,119792870,39689474,1881,19,19522,24533,38966222,201357,206992,4152,16.99,99315
167,18986292,589550,120493815,39918692,1881,19,19522,24533,39195114,202435,206992,4152,16.54,99315
168,19102003,592860,121191001,40150796,1881,19,19522,24533,39428353,203612,206992,4152,16.35,99315
169,19215243,596324,126526136,40380315,1881,19,19522,24533,39658321,204860,206992,4152,16.27,99315
170,19334891,599398,127237915,40629167,1881,19,19522,24533,39901100,206037,206992,4152,17.16,99315
171,19448383,605940,123279593,40862707,1881,19,19522,24533,40131978,207215,206992,4152,16.18,99315
172,19565365,609605,123973508,41098068,1881,19,19522,24533,40364555,208301,206992,4152,16.91,99315
173,19679343,612356,124667336,41330871,1881,19,19522,24533,40597428,209525,206992,4152,16.53,99315
174,19790495,615820,125370378,41559275,1881,19,19522,24533,40823755,210765,206992,4152,16.18,99315
175,19905891,619292,130878294,41793445,1881,19,19522,24533,41057277,211899,206992,4152,16.70,99315
176,20021058,622218,131607341,42029392,1881,19,19522,24533,41293368,213088,206992,4152,16.68,99315
177,20137160,624909,127457164,42258112,1881,19,19522,24533,41521427,214198,206992,4152,16.35,99315
178,20252569,627334,128155565,42493424,1881,19,19522,24533,41754263,215260,206992,4152,16.62,99315
179,20367134,630625,128850057,42726170,1881,19,19522,24533,41985885,216571,206992,4152,16.38,99315
