period,experiment_runn,measurer,IDLE,tiT,ipc0,Tmr Svc,ipc1,sys_evt,wifi,esp_timer,Heap,Stack,Mbps,main
44,4833942,148792,34831424,10165314,1881,18,19538,13781,10474797,55444,206992,4152,16.62,99927
45,4948527,151465,35530630,10395625,1881,18,19538,13781,10706982,56508,206992,4152,16.38,99927
46,5061549,154674,36231333,10623001,1881,18,19538,13781,10935759,57728,206992,4152,16.67,99927
47,5179424,157436,36931313,10858631,1881,18,19538,13781,11172307,58970,206992,4152,16.43,99927
48,5293156,160086,37635366,11087948,1881,18,19538,13781,11401365,60103,206992,4152,16.29,99927
49,5410278,163292,38332767,11319345,1881,18,19538,13781,11634165,61144,206992,4152,16.69,99927
50,5525920,166216,40863084,11550739,1881,18,19538,13781,11868201,62265,206992,4152,16.54,99927
51,5638620,169153,39733980,11777427,1881,18,19538,13781,12098392,63445,206992,4152,16.33,99927
52,5752651,172690,40429561,12008582,1881,18,19538,13781,12330297,64725,206992,4152,16.71,99927
53,5870182,175648,41125951,12244371,1881,18,19538,13781,12565146,65947,206992,4152,16.62,99927
54,5984847,178676,41828067,12472668,1881,18,19538,13781,12794279,67005,206992,4152,16.18,99927
55,6098884,182135,44512090,12701130,1881,18,19538,13781,13023675,68166,206992,4152,16.71,99927
56,6212739,184910,43221769,12933332,1881,18,19538,13781,13259673,69413,206992,4152,16.68,99927
57,6326720,187574,43929187,13161703,1881,18,19538,13781,13486237,70585,206992,4152,16.19,99927
58,6440066,190777,44630096,13389994,1881,18,19538,13781,13716147,71696,206992,4152,16.42,99927
59,6558931,193445,45320380,13626122,1881,18,19538,13781,13954066,72930,206992,4152,16.89,99927
60,6672181,195953,46018394,13854629,1881,18,19538,13781,14184515,74117,206992,4152,16.18,99927
61,6787526,199546,46712285,14084823,1881,18,19538,13781,14418867,75482,206992,4152,16.71,99927
62,6902834,202272,47403176,14318511,1881,18,19538,13781,14654582,76843,206992,4152,16.58,99927
63,7017379,204697,48100329,14548192,1881,18,19538,13781,14887059,78056,206992,4152,16.31,99927
64,7130892,207940,51091758,14777597,1881,18,19538,13781,15116797,79329,206992,4152,16.70,99927
65,7249969,210670,49489950,15012373,1881,18,19538,13781,15353052,80287,206992,4152,16.71,99927
66,7363951,213334,50191632,15239593,1881,18,19538,13781,15580445,81603,206992,4152,16.18,99927
67,7477690,216535,50890094,15467852,1881,18,19538,13781,15808646,82831,206992,4152,16.36,99927
68,7593519,219110,51582612,15700875,1881,18,19538,13781,16042782,84094,206992,4152,16.62,99927
69,7710044,222145,52279140,15931287,1881,18,19538,13781,16273814,85293,206992,4152,16.62,99927
70,7821866,225124,52983040,16158748,1881,18,19538,13781,16502025,86365,206992,4152,16.43,99927
71,7939606,228170,53678362,16391470,1881,18,19538,13781,16735173,87564,206992,4152,16.72,99927
72,8053586,230744,54375688,16620175,1881,18,19538,13781,16966989,88807,206992,4152,16.45,99927
73,8167085,234279,57657675,16848103,1881,18,19538,13781,17195455,89988,206992,4152,16.43,99927
74,8283440,237165,55782690,17080150,1881,18,19538,13781,17427352,91096,206992,4152,16.60,99927
75,8398217,239976,56481450,17311248,1881,18,19538,13781,17658759,92159,206992,4152,16.56,99927
76,8509889,243251,57181028,17536584,1881,18,19538,13781,17886922,93400,206992,4152,16.17,99927
77,8624925,246698,57875663,17767867,1881,18,19538,13781,18120655,94606,206992,4152,16.63,99927
78,8741240,250013,58575699,18002201,1881,18,19538,13781,18354824,95870,206992,4152,16.79,99927
79,8853448,252749,59281186,18228068,1881,18,19538,13781,18581025,96983,206992,4152,16.17,99927
80,8969402,256042,59972064,18460974,1881,18,19538,13781,18813498,98077,206992,4152,16.68,99927
81,9085989,259528,60669913,18693867,1881,18,19538,13781,19047676,99300,206992,4152,16.75,99927
82,9201336,262568,61371405,18919960,1881,18,19538,13781,19274672,100374,206992,4152,16.17,99927
83,9317017,265850,62067648,19153091,1881,18,19538,13781,19508237,101472,206992,4152,16.68,99927
84,9430897,268316,65661652,19383341,1881,18,19538,13781,19739977,102536,206992,4152,16.46,99927
85,9544839,270822,63470125,19613859,1881,18,19538,13781,19969636,103610,206992,4152,16.47,99927
86,9658239,274090,64166906,19843427,1881,18,19538,13781,20199826,104837,206992,4152,16.53,99927
87,9773689,277047,64861856,20076749,1881,18,19538,13781,20436298,106087,206992,4152,16.55,99927
88,9887765,279818,65565085,20304879,1881,18,19538,13781,20664815,107139,206992,4152,16.45,99927
89,10001506,283109,66257604,20533186,1881,18,19538,13781,20896640,108328,206992,4152,16.41,99927
90,10118254,286399,66945438,20767878,1881,18,19538,13781,21132615,109323,206992,4152,16.74,99927
91,10231798,289760,67647010,20997068,1881,18,19538,13781,21363510,110490,206992,4152,16.45,99927
92,10344452,293047,68350393,21223375,1881,18,19538,13781,21589333,111658,206992,4152,16.55,99927
93,10462893,296272,69049887,21461005,1881,18,19538,13781,21828266,112712,206992,4152,16.74,99927
94,10576782,298898,69749662,21686998,1881,18,19538,13781,22057946,113905,206992,4152,16.19,99927
95,10692482,302343,73706234,21918135,1881,18,19538,13781,22291193,115094,206992,4152,16.55,99927
96,10809025,305272,71142090,22150956,1881,18,19538,13781,22524204,116150,206992,4152,16.59,99927
97,10923992,308604,71842870,22381856,1881,18,19538,13781,22754486,117374,206992,4152,16.45,99927
98,11038943,312060,72531809,22611899,1881,18,19538,13781,22986529,118563,206992,4152,16.44,99927
99,11152264,315898,76624315,22836820,1881,18,19538,13781,23214122,119823,206992,4152,16.21,99927
100,11270356,319745,73928108,23072792,1881,18,19538,13781,23450913,121116,206992,4152,16.96,99927
101,11385704,322588,74627468,23304034,1881,18,19538,13781,23680751,122185,206992,4152,16.41,99927
102,11502549,325806,78797699,23538080,1881,18,19538,13781,23915102,123325,206992,4152,16.74,99927
103,11617914,328727,76030834,23767536,1881,18,19538,13781,24142918,124360,206992,4152,16.45,99927
104,11732859,332176,76734224,23996992,1881,18,19538,13781,24372842,125474,206992,4152,16.44,99927
105,11848865,335378,77431099,24229782,1881,18,19538,13781,24603962,126673,206992,4152,16.63,99927
106,11964682,338849,78133251,24459437,1881,18,19538,13781,24833527,127837,206992,4152,16.53,99927
107,12078112,342306,78834038,24687153,1881,18,19538,13781,25061158,128976,206992,4152,16.43,99927
108,12193819,345263,79532088,24921048,1881,18,19538,13781,25296008,130253,206992,4152,16.50,99927
109,12311038,348459,83875572,25153942,1881,18,19538,13781,25530184,131533,206992,4152,16.67,99927
110,12423930,351757,80934732,25380895,1881,18,19538,13781,25756222,132704,206992,4152,16.17,99927
111,12541394,354909,81629910,25613416,1881,18,19538,13781,25988498,133856,206992,4152,16.71,99927
112,12658980,358677,82325728,25846042,1881,18,19538,13781,26224355,134985,206992,4152,16.72,99927
113,12773640,361715,83030608,26074957,1881,18,19538,13781,26450152,136140,206992,4152,16.17,99927
114,12890296,365180,83724893,26308745,1881,18,19538,13781,26684037,137253,206992,4152,16.68,99927
115,13007746,368378,88229198,26541658,1881,18,19538,13781,26918153,138254,206992,4152,16.71,99927
116,13120164,371207,85126156,26770280,1881,18,19538,13781,27146005,139414,206992,4152,16.17,99927
117,13235745,374673,89686048,26999568,1881,18,19538,13781,27378599,140618,206992,4152,16.69,99927
118,13351540,379294,86525271,27233562,1881,18,19538,13781,27611654,141765,206992,4152,16.69,99927
119,13466702,382297,87228463,27462571,1881,18,19538,13781,27840126,142958,206992,4152,16.19,99927
120,13581542,385882,91872192,27692616,1881,18,19538,13781,28071624,144212,206992,4152,16.71,99927
121,13701666,389166,92598878,27929480,1881,18,19538,13781,28307750,145514,206992,4152,16.67,99927
122,13814670,392172,89315808,28155928,1881,18,19538,13781,28536785,146802,206992,4152,16.17,99927
123,13931594,395813,94059175,28387562,1881,18,19538,13781,28768052,147853,206992,4152,16.71,99927
124,14047619,398775,90712904,28620101,1881,18,19538,13781,29000195,149078,206992,4152,16.55,99927
125,14162101,402761,91406338,28850159,1881,18,19538,13781,29232518,150265,206992,4152,16.34,99927
126,14276933,406407,96242456,29081429,1881,18,19538,13781,29463898,151438,206992,4152,16.60,99927
127,14392452,409331,92800875,29312077,1881,18,19538,13781,29696692,152512,206992,4152,16.46,99927
128,14509490,412418,93493065,29543839,1881,18,19538,13781,29931237,153665,206992,4152,16.54,99927
129,14624057,415884,94190898,29772539,1881,18,19538,13781,30161931,154817,206992,4152,16.43,99927
130,14740348,419423,99155723,30005855,1881,18,19538,13781,30396313,155989,206992,4152,16.84,99927
131,14854891,422345,95588202,30236241,1881,18,19538,13781,30626316,157197,206992,4152,16.32,99927
132,14969460,425556,96284237,30465275,1881,18,19538,13781,30857390,158412,206992,4152,16.41,99927
133,15083779,429151,101346611,30694195,1881,18,19538,13781,31086138,159680,206992,4152,16.48,99927
134,15199879,432283,97675721,30928806,1881,18,19538,13781,31322275,160831,206992,4152,16.70,99927
135,15312829,435553,102799559,31155396,1881,18,19538,13781,31550763,162041,206992,4152,16.37,99927
136,15430609,438718,99074117,31388725,1881,18,19538,13781,31785754,163251,206992,4152,16.54,99927
137,15547575,441374,99764666,31622261,1881,18,19538,13781,32021593,164262,206992,4152,16.71,99927
138,15659925,444810,100464493,31848410,1881,18,19538,13781,32249982,165489,206992,4152,16.17,99927
139,15777570,448296,101156873,32083156,1881,18,19538,13781,32486204,166662,206992,4152,16.71,99927
140,15892192,451539,101853198,32313856,1881,18,19538,13781,32721381,167723,206992,4152,16.72,99927
141,16003169,454495,102551855,32540520,1881,18,19538,13781,32948648,168970,206992,4152,16.17,99927
142,16120084,457982,103245920,32774905,1881,18,19538,13781,33183362,170118,206992,4152,16.74,99927
143,16236702,461452,108622036,33007009,1881,18,19538,13781,33417649,171343,206992,4152,16.69,99927
144,16351024,464575,104646014,33233079,1881,18,19538,13781,33645539,172509,206992,4152,16.18,99927
145,16465923,468189,110080822,33464712,1881,18,19538,13781,33878584,173690,206992,4152,16.58,99927
146,16582120,471377,106041691,33702540,1881,18,19538,13781,34112816,174854,206992,4152,16.85,99927
147,16696657,474543,106745130,33927772,1881,18,19538,13781,34338451,175918,206992,4152,16.17,99927
148,16811130,478187,107438211,34162389,1881,18,19538,13781,34572737,177282,206992,4152,16.71,99927
149,16925738,481090,112989735,34394531,1881,18,19538,13781,34805810,178415,206992,4152,16.68,99927
150,17040462,483748,108840508,34622222,1881,18,19538,13781,35034527,179538,206992,4152,16.21,99927
151,17153735,487196,109539121,34848003,1881,18,19538,13781,35261613,180720,206992,4152,16.43,99927
152,17273040,490039,110228282,35087569,1881,18,19538,13781,35500063,181888,206992,4152,16.99,99927
153,17385909,492672,110934541,35313778,1881,18,19538,13781,35727256,183037,206992,4152,16.17,99927
154,17499798,496122,116643913,35544756,1881,18,19538,13781,35959378,184212,206992,4152,16.60,99927
155,17518161,499467,112561592,35586281,1881,18,19538,13781,36015752,185844,206992,4152,2.68,99927
156,17621807,503189,113281841,35791627,1881,18,19538,13781,36225394,187224,206992,4152,14.85,99927
157,17783349,505890,113866757,36115695,1881,18,19538,13781,36543947,188473,206992,4152,23.26,99927
158,17942936,508899,119609634,36437715,1881,18,19538,13781,36866279,189967,206992,4152,23.19,99927
159,18077439,512005,115099970,36701187,1881,18,19538,13781,37132806,191229,206992,4152,18.93,99927
160,18191365,515096,115796153,36926854,1881,18,19538,13781,37361874,192383,206992,4152,16.25,99927
161,18306213,518945,121770329,37157211,1881,18,19538,13781,37594388,193599,206992,4152,16.62,99927
162,18421782,521738,117187726,37388231,1881,18,19538,13781,37829918,194720,206992,4152,16.52,99927
163,18535114,524520,117889082,37618804,1881,18,19538,13781,38060563,195782,206992,4152,16.42,99927
164,18650127,527970,118586306,37848999,1881,18,19538,13781,38292618,197036,206992,4152,16.74,99927
165,18762723,530420,119286340,38078204,1881,18,19538,13781,38521413,198398,206992,4152,16.50,99927
166,18876947,534959,119985013,38310452,1881,18,19538,13781,38753700,199554,206992,4152,16.36,99927
167,18991967,538645,120680792,38544696,1881,18,19538,13781,38989103,200783,206992,4152,16.71,99927
168,19111211,542100,126879884,38778156,1881,18,19538,13781,39222669,201902,206992,4152,16.71,99927
169,19224376,545399,122080693,39003106,1881,18,19538,13781,39448661,202998,206992,4152,16.17,99927
170,19339811,549074,128337622,39236074,1881,18,19538,13781,39682180,204131,206992,4152,16.71,99927
171,19456622,552108,123477708,39467848,1881,18,19538,13781,39916711,205223,206992,4152,16.67,99927
172,19569976,555347,124175187,39695149,1881,18,19538,13781,40146629,206469,206992,4152,16.21,99927
173,19684322,559025,124870638,39925549,1881,18,19538,13781,40376260,207782,206992,4152,16.36,99927
174,19801026,561700,125569390,40159925,1881,18,19538,13781,40609064,208860,206992,4152,17.00,99927
175,19914366,564344,126267118,40388817,1881,18,19538,13781,40839646,210081,206992,4152,16.23,99927
176,20028841,567888,126966483,40617951,1881,18,19538,13781,41068478,211168,206992,4152,16.70,99927
177,20145544,570615,127662173,40852457,1881,18,19538,13781,41303836,212365,206992,4152,16.61,99927
178,20260100,573324,128362421,41082780,1881,18,19538,13781,41535038,213495,206992,4152,16.18,99927
179,20377528,577097,134909347,41317218,1881,18,19538,13781,41765739,214721,206992,4152,16.73,99927
