period,wifi,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
45,11143747,15753353,4925183,173142,114075,34920158,18,36513,24371,61437,1881,206992,4120,16.73
46,11381025,16032231,5037701,175988,114075,35605375,18,36513,24371,62679,1881,206992,4120,16.49
47,11620137,16296589,5150816,180009,114075,36290317,18,36513,24371,63930,1881,206992,4120,16.43
48,11861905,16570110,5265428,183782,114075,36974135,18,36513,24371,65283,1881,206992,4120,16.77
49,12097462,16820416,5377026,187144,114075,37666024,18,36513,24371,66520,1881,206992,4120,16.31
50,12339717,17067577,5493730,189688,114075,38347781,18,36513,24371,67654,1881,206992,4120,16.61
51,12577294,17326892,5603655,194125,114075,39033182,18,36513,24371,69015,1881,206992,4120,16.61
52,12817299,17573702,5715439,202078,114075,37030008,18,36513,24371,70278,1881,206992,4120,16.14
53,13062779,17832603,5828203,212279,114075,40412728,18,36513,24371,71583,1881,206992,4120,17.08
54,13300867,18113094,5944000,215543,114075,38431083,18,36513,24371,72954,1881,206992,4120,16.57
55,13540660,18377580,6058182,221031,114075,41777546,18,36513,24371,74211,1881,206992,4120,16.42
56,13783494,18638443,6172252,224806,114075,42461481,18,36513,24371,75475,1881,206992,4120,16.71
57,14026661,18906968,6288941,232064,114075,40552381,18,36513,24371,76592,1881,206992,4120,16.78
58,14260162,19157011,6397612,237505,114075,43841912,18,36513,24371,77894,1881,206992,4120,16.21
59,14502019,19421802,6514268,240703,114075,44524979,18,36513,24371,79294,1881,206992,4120,16.76
60,14740620,19678303,6629325,244771,114075,45214927,18,36513,24371,80597,1881,206992,4120,16.68
61,14979994,19924236,6743945,247448,114075,45902487,18,36513,24371,81900,1881,206992,4120,16.26
62,15221102,20209603,6857824,250980,114075,46580591,18,36513,24371,83197,1881,206992,4120,16.75
63,15460129,20467176,6971767,258426,114075,47265561,18,36513,24371,84400,1881,206992,4120,16.75
64,15683763,20724684,7079876,265621,114075,47970609,18,36513,24371,85642,1881,206992,4120,15.44
65,15939104,21007678,7201492,273135,114075,48631660,18,36513,24371,86992,1881,206992,4120,17.78
66,16175320,21304000,7312316,276884,114075,49329180,18,36513,24371,88244,1881,206992,4120,16.30
67,16412647,21583526,7424320,280174,114075,50016452,18,36513,24371,89466,1881,206992,4120,16.47
68,16655384,21876380,7537867,284226,114075,50699570,18,36513,24371,90803,1881,206992,4120,16.78
69,16891989,22179642,7646621,289703,114075,51393912,18,36513,24371,91974,1881,206992,4120,16.31
70,17131226,22482147,7757891,293210,114075,49543067,18,36513,24371,93248,1881,206992,4120,16.75
71,17376088,22865067,7871718,300954,114075,52783166,18,36513,24371,94404,1881,206992,4120,16.94
72,17506466,23081702,7922439,311930,114075,53620141,18,36513,24371,95778,1881,206992,4120,7.96
73,17534055,23209932,7923884,315912,114075,54588454,18,36513,24371,97295,1881,206992,4120,0.22
74,17729256,23487731,8016879,319183,114075,52499129,18,36513,24371,98777,1881,206992,4120,13.25
75,17995121,23805011,8144283,330713,114075,53148552,18,36513,24371,100105,1881,206992,4120,19.06
76,18245360,24119736,8263125,333662,114075,56667849,18,36513,24371,101413,1881,206992,4120,17.76
77,18462673,24418794,8371249,338909,114075,54469075,18,36513,24371,102708,1881,206992,4120,14.79
78,18625634,24699632,8447061,342724,114075,58160385,18,36513,24371,104115,1881,206992,4120,10.71
79,18840748,25003489,8554435,352654,114075,58883811,18,36513,24371,105370,1881,206992,4120,14.42
80,19101094,25344940,8689151,359001,114075,59542522,18,36513,24371,106773,1881,206992,4120,18.15
81,19329144,25598437,8795083,361835,114075,60249397,18,36513,24371,108126,1881,206992,4120,15.66
82,19460950,25848246,8852215,364332,114075,61076073,18,36513,24371,109327,1881,206992,4120,8.36
83,19700488,26149300,8969584,367525,114075,61760704,18,36513,24371,110475,1881,206992,4120,16.45
84,19988166,26449011,9109577,370991,114075,62380812,18,36513,24371,111904,1881,206992,4120,19.96
85,20238675,26729051,9232291,374097,114075,63046003,18,36513,24371,113428,1881,206992,4120,17.48
86,20456358,26974969,9331556,377151,114075,63754722,18,36513,24371,114697,1881,206992,4120,14.97
87,20662402,27249709,9426714,382829,114075,64480861,18,36513,24371,116071,1881,206992,4120,14.16
88,20873840,27565729,9527926,391632,114075,65204174,18,36513,24371,117400,1881,206992,4120,14.63
89,21164895,27896265,9671386,394409,114075,62622124,18,36513,24371,118726,1881,206992,4120,20.69
90,21459883,28221713,9814612,397774,114075,63246994,18,36513,24371,119993,1881,206992,4120,21.21
91,21757459,28547011,9957116,400604,114075,67043649,18,36513,24371,121291,1881,206992,4120,20.88
92,22029975,28877357,10084858,403684,114075,67679540,18,36513,24371,122592,1881,206992,4120,18.95
93,22315598,29198686,10220630,407046,114075,68298200,18,36513,24371,123875,1881,206992,4120,20.47
94,22590341,29516185,10352645,409720,114075,68932316,18,36513,24371,125168,1881,206992,4120,19.22
95,22835872,29808433,10466146,412976,114075,69604700,18,36513,24371,126477,1881,206992,4120,16.81
96,23093933,30116992,10585446,416262,114075,70265394,18,36513,24371,127671,1881,206992,4120,17.99
97,23306501,30382180,10681330,419192,114075,70986970,18,36513,24371,128887,1881,206992,4120,14.37
98,23581797,30684198,10811390,422447,114075,71626513,18,36513,24371,130003,1881,206992,4120,19.11
99,23864863,31019849,10942591,425975,114075,72257871,18,36513,24371,131362,1881,206992,4120,19.99
100,24154455,31334925,11081524,428898,114075,72873550,18,36513,24371,132702,1881,206992,4120,20.63
101,24198039,31438616,11089845,431556,114075,70673827,18,36513,24371,133929,1881,206992,4120,1.41
102,24296832,31588599,11131569,434822,114075,74696448,18,36513,24371,135037,1881,206992,4120,6.08
103,24555944,31885146,11251747,437742,114075,75359315,18,36513,24371,136184,1881,206992,4120,17.92
104,24840833,32202238,11388011,440933,114075,75979714,18,36513,24371,137486,1881,206992,4120,20.35
105,25132967,32530651,11527160,443759,114075,76593348,18,36513,24371,138715,1881,206992,4120,20.79
106,25440203,32861408,11673427,446358,114075,77186006,18,36513,24371,140006,1881,206992,4120,22.20
107,25722955,33166107,11808856,454723,114075,77819241,18,36513,24371,141402,1881,206992,4120,19.79
108,26022345,33472753,11953588,458019,114075,78419282,18,36513,24371,142732,1881,206992,4120,21.37
109,26325237,33766621,12097850,461318,114075,79026719,18,36513,24371,143946,1881,206992,4120,21.43
110,26622754,34066672,12242490,464426,114075,79636834,18,36513,24371,145150,1881,206992,4120,21.10
111,26913441,34360795,12383774,467890,114075,80253201,18,36513,24371,146526,1881,206992,4120,20.69
112,27162869,34630420,12498987,470396,114075,80924056,18,36513,24371,147878,1881,206992,4120,17.28
113,27405206,34896691,12616077,475295,114075,81609777,18,36513,24371,149190,1881,206992,4120,16.66
114,27639022,35160467,12726003,478763,114075,82297451,18,36513,24371,150426,1881,206992,4120,16.22
115,27879328,35408949,12839975,481447,114075,82984899,18,36513,24371,151820,1881,206992,4120,16.72
116,28120709,35668274,12955629,484371,114075,83666138,18,36513,24371,153010,1881,206992,4120,16.76
117,28350735,35914307,13067650,487610,114075,81591358,18,36513,24371,154379,1881,206992,4120,15.98
118,28598057,36188527,13198870,490775,114075,82269246,18,36513,24371,155761,1881,206992,4120,16.91
119,28812165,36456756,13311096,493819,114075,85751109,18,36513,24371,156930,1881,206992,4120,14.77
120,29051436,36729561,13434869,497029,114075,86427833,18,36513,24371,158256,1881,206992,4120,16.47
121,29312710,37036976,13570766,500481,114075,87081445,18,36513,24371,159538,1881,206992,4120,18.08
122,29554915,37315822,13693939,504883,114075,84983179,18,36513,24371,160755,1881,206992,4120,16.54
123,29799786,37573978,13825109,509461,114075,88429784,18,36513,24371,162060,1881,206992,4120,16.87
124,30041402,37854970,13953542,512918,114075,89103235,18,36513,24371,163283,1881,206992,4120,16.73
125,30280399,38126202,14075496,515961,114075,89787615,18,36513,24371,164660,1881,206992,4120,16.16
126,30512486,38389992,14193810,518876,114075,90483756,18,36513,24371,166049,1881,206992,4120,15.72
127,30762746,38661312,14324290,526072,114075,91145845,18,36513,24371,167527,1881,206992,4120,17.29
128,31010834,38932038,14452346,531681,114075,91819989,18,36513,24371,168986,1881,206992,4120,17.19
129,31246301,39198919,14566015,534281,114075,92511701,18,36513,24371,170295,1881,206992,4120,16.30
130,31488783,39489289,14684935,539913,114075,90483256,18,36513,24371,171534,1881,206992,4120,16.74
131,31724841,39752478,14801383,545333,114075,91180879,18,36513,24371,172802,1881,206992,4120,16.32
132,31965173,40061537,14920473,548419,114075,91832944,18,36513,24371,174112,1881,206992,4120,16.62
133,32210659,40344673,15043178,551747,114075,92505505,18,36513,24371,175338,1881,206992,4120,16.98
134,32446500,40620818,15159495,554989,114075,95959110,18,36513,24371,176682,1881,206992,4120,16.44
135,32686948,40874285,15278664,559819,114075,96653413,18,36513,24371,177979,1881,206992,4120,16.50
136,32927150,41133126,15398892,563113,114075,97340618,18,36513,24371,179117,1881,206992,4120,16.54
137,33171849,41407999,15520347,565624,114075,98023202,18,36513,24371,180405,1881,206992,4120,16.76
138,33409604,41684470,15638041,571485,114075,95951817,18,36513,24371,181756,1881,206992,4120,16.72
139,33652386,41939773,15755986,578924,114075,99414582,18,36513,24371,182993,1881,206992,4120,16.48
140,33889745,42205409,15874109,581577,114075,100111806,18,36513,24371,184126,1881,206992,4120,16.50
141,34128056,42468362,15990482,585048,114075,100803295,18,36513,24371,185531,1881,206992,4120,16.61
142,34369773,42756002,16108143,588123,114075,101487885,18,36513,24371,186712,1881,206992,4120,16.63
143,34609373,43049917,16224559,593585,114075,102181024,18,36513,24371,188055,1881,206992,4120,16.47
144,34851734,43354731,16344341,599202,114075,102870179,18,36513,24371,189376,1881,206992,4120,16.94
145,35091336,43659099,16456893,603631,114075,100689319,18,36513,24371,190593,1881,206992,4120,16.56
146,35326993,43961509,16570910,607516,114075,104255799,18,36513,24371,191866,1881,206992,4120,16.40
147,35557386,44232462,16685438,610454,114075,104956013,18,36513,24371,193149,1881,206992,4120,15.53
148,35812914,44523150,16808736,613640,114075,102702313,18,36513,24371,194444,1881,206992,4120,17.71
149,36048986,44801300,16925718,616618,114075,106319688,18,36513,24371,195613,1881,206992,4120,16.21
150,36290328,45052803,17046575,622227,114075,107009683,18,36513,24371,196814,1881,206992,4120,16.74
151,36529765,45315633,17163613,630244,114075,104778286,18,36513,24371,198020,1881,206992,4120,16.65
152,36769918,45614001,17282700,638799,114075,108389413,18,36513,24371,199398,1881,206992,4120,16.29
153,37013677,45890823,17403251,641564,114075,106132260,18,36513,24371,200604,1881,206992,4120,17.13
154,37253419,46207860,17519324,652787,114075,106807538,18,36513,24371,202035,1881,206992,4120,16.15
155,37507644,46515161,17649469,660260,114075,107457659,18,36513,24371,203350,1881,206992,4120,17.36
156,37747848,46775217,17768614,670284,114075,111133193,18,36513,24371,204841,1881,206992,4120,16.45
157,37989507,47060516,17885907,673738,114075,111817129,18,36513,24371,206142,1881,206992,4120,16.75
158,38231398,47307243,18004517,676522,114075,112507339,18,36513,24371,207344,1881,206992,4120,16.39
159,38468920,47551398,18123256,683536,114075,113188327,18,36513,24371,208599,1881,206992,4120,16.44
160,38715431,47809007,18242289,686940,114075,113867657,18,36513,24371,210023,1881,206992,4120,16.91
161,38950908,48057429,18358496,689575,114075,114563881,18,36513,24371,211108,1881,206992,4120,16.21
162,39191257,48323039,18478434,696538,114075,115253049,18,36513,24371,212441,1881,206992,4120,16.73
163,39434127,48568818,18595307,699067,114075,115939205,18,36513,24371,213719,1881,206992,4120,16.49
164,39673319,48835610,18716624,703022,114075,116619853,18,36513,24371,215151,1881,206992,4120,16.49
165,39913016,49075546,18838466,706435,114075,117303125,18,36513,24371,216535,1881,206992,4120,16.58
166,40154799,49335450,18955311,709529,114075,115214966,18,36513,24371,217750,1881,206992,4120,16.57
167,40398284,49574611,19076550,714748,114075,118667797,18,36513,24371,219102,1881,206992,4120,16.56
168,40640060,49843322,19194725,717799,114075,119349822,18,36513,24371,220566,1881,206992,4120,16.73
169,40882742,50086190,19311288,720272,114075,117362280,18,36513,24371,222010,1881,206992,4120,16.68
170,41120440,50341846,19429779,723210,114075,120713525,18,36513,24371,223397,1881,206992,4120,16.25
171,41358249,50609124,19546813,726651,114075,118764532,18,36513,24371,224567,1881,206992,4120,16.28
172,41607159,50880617,19668769,731956,114075,119451800,18,36513,24371,225673,1881,206992,4120,16.97
173,41844009,51176990,19787470,737209,114075,122769921,18,36513,24371,226895,1881,206992,4120,16.46
174,42085489,51429488,19907238,740590,114075,123453772,18,36513,24371,228178,1881,206992,4120,16.71
175,42328895,51685209,20027550,745231,114075,124143254,18,36513,24371,229457,1881,206992,4120,16.78
176,42563615,51978463,20149632,751706,114075,124840367,18,36513,24371,230671,1881,206992,4120,16.21
177,42806414,52230766,20271099,754491,114075,125520360,18,36513,24371,231927,1881,206992,4120,16.77
178,43047903,52494098,20391978,759596,114075,126204364,18,36513,24371,233012,1881,206992,4120,16.72
179,43289113,52774600,20512913,763449,114075,124265997,18,36513,24371,234289,1881,206992,4120,16.74
