period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
28,22690440,1970415,110153,99019,9566832,18,19463,13598,38909,6653014,1836,290608,4152,15.69
29,23585462,2046655,113858,99019,9664465,18,19463,13598,40225,6880018,1836,290608,4152,16.59
30,24427398,2123481,117285,99019,9815738,18,19463,13598,41563,7096963,1836,290608,4152,16.12
31,25314001,2200321,120497,99019,9925435,18,19463,13598,42873,7320995,1836,290608,4152,16.38
32,26209954,2276971,123736,99019,10013769,18,19463,13598,44116,7547727,1836,290608,4152,16.70
33,27095578,2354574,127295,99019,28010528,18,19463,13598,45261,7771393,1836,290608,4152,16.49
34,27972136,2432072,130489,99019,28725747,18,19463,13598,46619,8004123,1836,290608,4152,16.73
35,28840576,2505445,133800,99019,10349070,18,19463,13598,47907,8231318,1836,290608,4152,16.23
36,29746097,2578743,137025,99019,10435993,18,19463,13598,49270,8470851,1836,290608,4152,16.87
37,30645083,2657158,140552,99019,30865030,18,19463,13598,50563,8714528,1836,290608,4152,17.12
38,31538446,2730409,143800,99019,10627578,18,19463,13598,51825,8949800,1836,290608,4152,16.66
39,32428670,2805328,147499,99019,10733773,18,19463,13598,53097,9182616,1836,290608,4152,16.49
40,33324876,2878586,151103,99019,10834612,18,19463,13598,54427,9414915,1836,290608,4152,16.62
41,34184300,2952524,154651,99019,10962676,18,19463,13598,55573,9646780,1836,290608,4152,16.47
42,35058907,3026819,158039,99019,11073248,18,19463,13598,56882,9878088,1836,290608,4152,16.32
43,35939411,3100629,161712,99019,35185369,18,19463,13598,58176,10109813,1836,290608,4152,16.33
44,36825268,3176771,164724,99019,11285315,18,19463,13598,59520,10349630,1836,290608,4152,16.93
45,37726269,3250302,168127,99019,11373225,18,19463,13598,60742,10584989,1836,290608,4152,16.71
46,38603095,3324354,171801,99019,11486620,18,19463,13598,62044,10811241,1836,290608,4152,16.25
47,39500576,3400971,175066,99019,38054329,18,19463,13598,63291,11040660,1836,290608,4152,16.64
48,40335340,3474841,178886,99019,11735902,18,19463,13598,64640,11261928,1836,290608,4152,16.02
49,41237860,3550976,182052,99019,11827987,18,19463,13598,66024,11495694,1836,290608,4152,16.74
50,42129182,3625709,185445,99019,11932326,18,19463,13598,67297,11731632,1836,290608,4152,16.52
51,43004539,3699874,189231,99019,12046329,18,19463,13598,68570,11967763,1836,290608,4152,16.72
52,43896683,3775479,193309,99019,12146351,18,19463,13598,69893,12199424,1836,290608,4152,16.56
53,44799582,3850640,197085,99019,12237049,18,19463,13598,71123,12437708,1836,290608,4152,16.72
54,45672230,3922913,200435,99019,12355746,18,19463,13598,72480,12670048,1836,290608,4152,16.17
55,46534463,3998844,204473,99019,12495401,18,19463,13598,73744,12904258,1836,290608,4152,16.33
56,47444720,4073637,207464,99019,12568366,18,19463,13598,74904,13142250,1836,290608,4152,16.97
57,48311274,4148531,211186,99019,45247274,18,19463,13598,76184,13371687,1836,290608,4152,16.15
58,49149900,4219806,214123,99019,12834655,18,19463,13598,77559,13597108,1836,290608,4152,16.08
59,50044493,4294242,217592,99019,12927924,18,19463,13598,78787,13826541,1836,290608,4152,16.65
60,50908140,4365634,221406,99019,13055988,18,19463,13598,80039,14052834,1836,290608,4152,15.98
61,51814735,4441363,224405,99019,13136707,18,19463,13598,81377,14288434,1836,290608,4152,16.91
62,52690075,4515223,227683,99019,13251769,18,19463,13598,82771,14528975,1836,290608,4152,16.76
63,53574665,4590387,231030,99019,13352073,18,19463,13598,83974,14759484,1836,290608,4152,16.53
64,54444015,4663870,234345,99019,13471548,18,19463,13598,85327,14992620,1836,290608,4152,16.16
65,55316501,4739963,237854,99019,50984596,18,19463,13598,86557,15228481,1836,290608,4152,16.68
66,56172888,4809193,240827,99019,13712037,18,19463,13598,87853,15453953,1836,290608,4152,15.85
67,57083535,4885870,244448,99019,13795241,18,19463,13598,89311,15689594,1836,290608,4152,16.96
68,57976624,4958096,248022,99019,13898617,18,19463,13598,90557,15920223,1836,290608,4152,16.52
69,58825814,5032157,251660,99019,14032106,18,19463,13598,91734,16151154,1836,290608,4152,16.18
70,59704734,5106124,255373,99019,14140738,18,19463,13598,93031,16381577,1836,290608,4152,16.29
71,60599687,5180590,259209,99019,14246272,18,19463,13598,94372,16618385,1836,290608,4152,16.63
72,61467311,5255803,262824,99019,14374788,18,19463,13598,95644,16854862,1836,290608,4152,16.63
73,62351170,5329506,265962,99019,56745872,18,19463,13598,96999,17086290,1836,290608,4152,16.42
74,63244410,5402870,269217,99019,57466946,18,19463,13598,98297,17323533,1836,290608,4152,16.56
75,64114719,5472618,272928,99019,14704662,18,19463,13598,99486,17550589,1836,290608,4152,16.24
76,64984121,5548715,276557,99019,14825572,18,19463,13598,100721,17788680,1836,290608,4152,16.73
77,65857912,5622020,280213,99019,14949170,18,19463,13598,101926,18018902,1836,290608,4152,16.33
78,66738666,5696785,283595,99019,15062693,18,19463,13598,103167,18253646,1836,290608,4152,16.42
79,67620683,5772853,287288,99019,15170878,18,19463,13598,104337,18493963,1836,290608,4152,17.05
80,68504263,5848696,293770,99019,61776711,18,19463,13598,105599,18725467,1836,290608,4152,16.55
81,69381554,5922279,297647,99019,15395052,18,19463,13598,106907,18960305,1836,290608,4152,16.32
82,70248955,5995307,301530,99019,15528641,18,19463,13598,108212,19190587,1836,290608,4152,16.12
83,71119282,6071000,304575,99019,15644976,18,19463,13598,109387,19423672,1836,290608,4152,16.66
84,71974762,6140680,307738,99019,15783731,18,19463,13598,110600,19650349,1836,290608,4152,15.97
85,72877628,6217224,311269,99019,65387692,18,19463,13598,111940,19887047,1836,290608,4152,16.89
86,73762891,6293200,318921,99019,15995110,18,19463,13598,113222,20125541,1836,290608,4152,16.83
87,74659864,6370054,329495,99019,16125676,18,19463,13598,114476,20362845,1836,290608,4152,16.87
88,75531880,6443068,332506,99019,16235667,18,19463,13598,115631,20593195,1836,290608,4152,16.37
89,76418398,6518011,336482,99019,16340226,18,19463,13598,116946,20827732,1836,290608,4152,16.51
90,77302038,6594067,339803,99019,16445145,18,19463,13598,118177,21066479,1836,290608,4152,16.92
91,78162333,6666655,343151,99019,16568285,18,19463,13598,119338,21295956,1836,290608,4152,16.10
92,79069291,6743943,346179,99019,16645663,18,19463,13598,120637,21533875,1836,290608,4152,17.04
93,79945117,6817364,349930,99019,71154045,18,19463,13598,121875,21767585,1836,290608,4152,16.29
94,80820516,6892654,353322,99019,16886823,18,19463,13598,123098,22006077,1836,290608,4152,16.76
95,81690832,6966724,356613,99019,17004769,18,19463,13598,124365,22235165,1836,290608,4152,16.23
96,82580550,7040529,360089,99019,17106255,18,19463,13598,125560,22470732,1836,290608,4152,16.51
97,83494720,7117730,363813,99019,17193122,18,19463,13598,126832,22716643,1836,290608,4152,17.60
98,84381467,7193381,367188,99019,17301034,18,19463,13598,128085,22950317,1836,290608,4152,16.52
99,85255372,7267289,371074,99019,17414875,18,19463,13598,129246,23180722,1836,290608,4152,16.34
100,86144529,7343228,374429,99019,17519839,18,19463,13598,130530,23414688,1836,290608,4152,16.55
101,87035071,7420848,378089,99019,17624178,18,19463,13598,131790,23656030,1836,290608,4152,17.16
102,87891007,7494309,382242,99019,17764154,18,19463,13598,133080,23884183,1836,290608,4152,15.89
103,88765641,7567148,385768,99019,17877393,18,19463,13598,134306,24117745,1836,290608,4152,16.30
104,89629999,7643003,388943,99019,18003642,18,19463,13598,135516,24348868,1836,290608,4152,16.59
105,90493359,7716087,392299,99019,79736258,18,19463,13598,136819,24577360,1836,290608,4152,16.17
106,91355925,7788376,395500,99019,80457111,18,19463,13598,138052,24804693,1836,290608,4152,16.19
107,92202713,7862098,399098,99019,18381261,18,19463,13598,139295,25027763,1836,290608,4152,15.88
108,93067822,7939807,402261,99019,18509651,18,19463,13598,140597,25260951,1836,290608,4152,16.65
109,93922405,8012896,405679,99019,82620634,18,19463,13598,141871,25490049,1836,290608,4152,16.00
110,94810630,8088260,408684,99019,18744437,18,19463,13598,143133,25725622,1836,290608,4152,16.62
111,95643841,8161291,412665,99019,18904907,18,19463,13598,144407,25955498,1836,290608,4152,15.96
112,96458726,8230076,415775,99019,19086628,18,19463,13598,145653,26171669,1836,290608,4152,15.16
113,97314228,8303735,419176,99019,19215753,18,19463,13598,146859,26399768,1836,290608,4152,15.99
114,98178752,8376200,422642,99019,86232855,18,19463,13598,148188,26627536,1836,290608,4152,16.06
115,99005607,8448124,426227,99019,19498558,18,19463,13598,149530,26854103,1836,290608,4152,15.93
116,99846636,8521232,429357,99019,19637492,18,19463,13598,150838,27080000,1836,290608,4152,15.66
117,100719202,8595888,432549,99019,19748351,18,19463,13598,152193,27310708,1836,290608,4152,16.27
118,101549250,8667622,435987,99019,19910411,18,19463,13598,153359,27539642,1836,290608,4152,16.10
119,102412360,8740996,439677,99019,20040849,18,19463,13598,154666,27771996,1836,290608,4152,15.99
120,103318678,8816925,443291,99019,20130430,18,19463,13598,156006,28015057,1836,290608,4152,17.03
121,104214706,8892713,447065,99019,20225943,18,19463,13598,157306,28254457,1836,290608,4152,16.69
122,105078387,8966876,450693,99019,20355016,18,19463,13598,158616,28490323,1836,290608,4152,16.60
123,105921573,9036464,454285,99019,20503618,18,19463,13598,159823,28716595,1836,290608,4152,15.65
124,106801882,9112516,457873,99019,20617049,18,19463,13598,161163,28951845,1836,290608,4152,16.36
125,107664691,9187295,460942,99019,20750798,18,19463,13598,162420,29188955,1836,290608,4152,16.57
126,108545168,9262164,464730,99019,20863010,18,19463,13598,163806,29421845,1836,290608,4152,16.37
127,109408403,9335171,467939,99019,20986423,18,19463,13598,165099,29652419,1836,290608,4152,16.04
128,110225559,9405857,471965,99019,21165786,18,19463,13598,166325,29870730,1836,290608,4152,15.05
129,111091019,9480839,475285,99019,21287789,18,19463,13598,167606,30107929,1836,290608,4152,16.53
130,111949252,9552123,478798,99019,21412983,18,19463,13598,168918,30337685,1836,290608,4152,16.04
131,112840183,9625645,482494,99019,21521399,18,19463,13598,170130,30571571,1836,290608,4152,16.56
132,113709891,9703346,485886,99019,21643982,18,19463,13598,171410,30806712,1836,290608,4152,16.69
133,114614544,9777957,489655,99019,21743121,18,19463,13598,172726,31048381,1836,290608,4152,16.86
134,115465808,9851780,493246,99019,100616768,18,19463,13598,173980,31275236,1836,290608,4152,15.70
135,116339872,9925186,496226,99019,22013974,18,19463,13598,175239,31507383,1836,290608,4152,16.32
136,117217212,9999785,499836,99019,22140087,18,19463,13598,176431,31743773,1836,290608,4152,16.77
137,118071826,10071472,503514,99019,22274277,18,19463,13598,177743,31968244,1836,290608,4152,15.82
138,118947856,10147681,507460,99019,103497171,18,19463,13598,179015,32198188,1836,290608,4152,16.34
139,119807495,10223991,510731,99019,22512637,18,19463,13598,180323,32429099,1836,290608,4152,16.54
140,120688629,10299223,514217,99019,22655988,18,19463,13598,181562,32660935,1836,290608,4152,16.34
141,121541834,10372895,517736,99019,22793320,18,19463,13598,182806,32883264,1836,290608,4152,15.95
142,122409053,10448437,520967,99019,22918681,18,19463,13598,184098,33110840,1836,290608,4152,16.32
143,123225968,10521603,524348,99019,107139694,18,19463,13598,185364,33333846,1836,290608,4152,15.70
144,124112926,10597183,527353,99019,23182809,18,19463,13598,186614,33567165,1836,290608,4152,17.01
145,124951365,10670375,531264,99019,23332941,18,19463,13598,187849,33793178,1836,290608,4152,15.78
146,125812085,10746219,534443,99019,109294633,18,19463,13598,189127,34024329,1836,290608,4152,16.39
147,126710123,10823112,550825,99019,23592851,18,19463,13598,190385,34259021,1836,290608,4152,17.22
148,127564821,10897884,554475,99019,23725967,18,19463,13598,191724,34488490,1836,290608,4152,16.15
149,128422243,10971366,557687,99019,23860703,18,19463,13598,193040,34714888,1836,290608,4152,16.04
150,129285536,11048062,561397,99019,112180299,18,19463,13598,194380,34950705,1836,290608,4152,16.61
151,130128515,11120926,564660,99019,24135072,18,19463,13598,195546,35175216,1836,290608,4152,15.94
152,130970348,11194165,568651,99019,24294650,18,19463,13598,196888,35399157,1836,290608,4152,15.66
153,131805956,11266809,572226,99019,24455972,18,19463,13598,198211,35624484,1836,290608,4152,15.63
154,132649439,11341891,575392,99019,24598022,18,19463,13598,199621,35852790,1836,290608,4152,16.21
155,133478055,11412442,578802,99019,115829159,18,19463,13598,200775,36074060,1836,290608,4152,15.48
156,134340840,11484812,582269,99019,24890808,18,19463,13598,202005,36303724,1836,290608,4152,16.20
157,135177087,11558465,585222,99019,25041831,18,19463,13598,203268,36526630,1836,290608,4152,16.10
158,136012963,11631903,588917,99019,25199882,18,19463,13598,204552,36747946,1836,290608,4152,15.65
159,136880746,11706060,592796,99019,25325173,18,19463,13598,205830,36980398,1836,290608,4152,16.24
160,137715394,11777175,596056,99019,25468373,18,19463,13598,206997,37207536,1836,290608,4152,15.72
161,138586301,11852978,599603,99019,25596625,18,19463,13598,208211,37439578,1836,290608,4152,16.73
162,139459323,11927734,603008,99019,120913682,18,19463,13598,209538,37669098,1836,290608,4152,16.49
163,140313251,12000099,605997,99019,25850503,18,19463,13598,210712,37898658,1836,290608,4152,16.07
164,141115795,12076496,609474,99019,26031325,18,19463,13598,212000,38111317,1836,290608,4152,15.38
165,141960476,12151336,612426,99019,26174470,18,19463,13598,213231,38331355,1836,290608,4152,15.89
166,142852400,12227774,615805,99019,26273090,18,19463,13598,214495,38567594,1836,290608,4152,16.76
167,143731471,12302662,619360,99019,26384268,18,19463,13598,215712,38802208,1836,290608,4152,16.42
168,144596697,12377652,623172,99019,26504956,18,19463,13598,216935,39039307,1836,290608,4152,16.65
169,145509004,12454752,626353,99019,26592225,18,19463,13598,218221,39284009,1836,290608,4152,17.21
170,146389559,12529880,629930,99019,26699010,18,19463,13598,219442,39519725,1836,290608,4152,16.49
171,147277259,12606975,633899,99019,26809123,18,19463,13598,220749,39762274,1836,290608,4152,17.05
172,148173701,12682420,637014,99019,26901998,18,19463,13598,222068,40002406,1836,290608,4152,16.85
173,149055602,12756237,640789,99019,27016131,18,19463,13598,223358,40239146,1836,290608,4152,16.53
174,149927149,12829945,644019,99019,27141575,18,19463,13598,224637,40471103,1836,290608,4152,16.39
175,150835984,12909368,647733,99019,27237064,18,19463,13598,225902,40720837,1836,290608,4152,17.53
176,151718045,12984268,651213,99019,27344612,18,19463,13598,227204,40957039,1836,290608,4152,16.48
177,152621341,13059836,654994,99019,27433393,18,19463,13598,228456,41198197,1836,290608,4152,16.90
178,153024293,13093129,658566,99019,132511451,18,19463,13598,230006,41316522,1836,290608,4152,7.33
179,153080237,13094939,662661,99019,133486773,18,19463,13598,231730,41337970,1836,290608,4152,0.21
